maintype,grade,FD-score,LiA-score,CLIB-score,CLIB_stop-score,CILT-score,CILT_stop-score
leesboeken,7,85,79,41,40,68,68
leesboeken,2,80,71,37,33,70,73
media,4,76,66,32,30,73,74
leesboeken,4,91,81,46,40,60,64
leesboeken,7,52,38,23,20,79,81
media,3,80,75,38,37,69,70
school,3,84,76,43,37,67,71
leesboeken,4,69,60,31,26,77,79
media,4,67,57,34,29,73,77
leesboeken,4,81,75,38,35,69,71
media,4,67,54,36,32,72,75
leesboeken,5,90,83,42,39,67,69
leesboeken,7,78,68,42,40,66,67
school,6,62,53,33,28,77,80
school,5,67,47,28,25,74,76
leesboeken,2,85,78,38,36,69,71
leesboeken,6,58,50,23,19,82,84
media,4,81,73,38,31,72,76
leesboeken,6,79,65,35,37,67,66
leesboeken,5,83,74,38,36,69,70
leesboeken,7,92,79,46,41,61,64
leesboeken,7,95,83,46,43,59,61
leesboeken,5,90,85,45,40,66,68
media,3,93,86,49,46,61,63
school,4,89,85,49,42,65,69
school,5,80,71,32,30,72,74
media,4,53,45,26,22,83,86
school,4,90,79,47,39,61,66
school,5,78,73,46,39,70,75
leesboeken,5,75,69,34,32,77,77
media,4,58,50,31,30,80,81
leesboeken,5,93,85,47,45,59,61
leesboeken,8,74,69,40,35,73,75
leesboeken,7,86,80,40,40,73,73
media,4,69,62,39,35,72,75
leesboeken,7,65,54,26,24,78,80
leesboeken,6,70,59,32,29,74,75
media,4,74,66,39,32,69,73
leesboeken,5,63,48,26,24,78,80
leesboeken,5,82,74,42,37,69,72
leesboeken,3,82,72,41,39,65,66
school,5,79,71,42,34,68,72
leesboeken,5,87,82,39,35,70,73
media,4,61,52,33,32,75,75
leesboeken,5,59,48,33,30,76,78
leesboeken,2,82,77,40,38,70,71
leesboeken,7,97,85,48,45,59,61
leesboeken,7,83,67,37,34,66,67
leesboeken,6,83,72,41,38,65,67
media,4,75,68,36,33,75,77
school,4,92,80,48,45,60,62
leesboeken,2,84,78,39,37,70,71
leesboeken,5,88,79,47,45,66,67
school,5,94,85,49,45,60,62
school,5,85,77,43,41,64,65
leesboeken,2,95,88,43,38,67,70
leesboeken,6,72,65,37,38,72,71
media,4,78,62,36,29,64,69
media,4,77,67,35,30,72,75
media,4,79,68,31,28,75,76
school,3,101,94,51,46,62,65
leesboeken,5,89,79,40,37,68,70
leesboeken,7,74,70,30,27,78,80
leesboeken,2,90,83,43,39,65,67
leesboeken,6,63,42,32,29,71,74
school,5,86,71,45,41,62,64
school,5,60,55,36,33,78,80
school,5,81,71,33,30,73,75
school,3,64,61,31,29,80,81
media,4,84,76,41,35,67,71
media,4,66,60,32,27,77,80
leesboeken,7,78,71,41,38,69,71
leesboeken,3,90,80,45,40,64,67
school,4,90,79,42,38,63,66
leesboeken,5,79,72,38,37,69,69
media,4,77,67,37,35,72,74
leesboeken,4,85,78,38,34,69,71
media,4,75,67,39,34,71,74
leesboeken,2,96,88,45,41,62,64
school,6,80,70,42,37,68,71
leesboeken,2,88,79,40,35,68,71
leesboeken,2,52,44,21,17,87,89
leesboeken,3,98,91,45,46,64,64
leesboeken,5,97,88,49,45,61,63
leesboeken,2,84,77,35,31,72,75
media,4,64,57,31,27,80,82
leesboeken,2,85,73,41,37,63,65
leesboeken,2,58,49,30,28,78,79
leesboeken,7,87,80,41,38,68,69
leesboeken,3,90,84,41,36,67,70
leesboeken,3,82,70,38,34,70,72
school,3,75,69,41,38,70,72
media,4,58,49,25,23,81,82
leesboeken,2,91,82,43,40,64,66
school,5,83,77,44,41,68,70
school,3,84,76,43,43,68,68
school,3,99,90,59,49,54,61
media,4,74,67,34,31,76,78
leesboeken,7,90,84,44,42,64,66
leesboeken,7,68,57,32,32,75,75
leesboeken,7,72,61,40,38,69,70
leesboeken,5,73,60,31,26,73,76
school,6,75,68,37,34,76,77
school,5,86,81,39,36,71,73
media,4,72,63,39,36,73,75
leesboeken,5,93,86,48,46,62,63
school,4,65,61,42,36,76,80
media,4,59,56,36,31,81,84
school,3,102,93,45,38,62,66
leesboeken,5,83,77,40,37,68,70
school,5,64,59,39,33,73,77
leesboeken,3,88,79,48,42,62,65
leesboeken,5,66,55,33,30,75,76
media,4,76,66,42,37,67,69
media,4,65,57,32,28,77,79
leesboeken,6,79,67,36,31,67,70
leesboeken,6,86,77,39,35,68,70
leesboeken,2,84,74,39,36,69,70
leesboeken,3,84,76,37,36,68,69
leesboeken,2,77,71,35,31,74,77
leesboeken,2,96,86,48,48,59,59
leesboeken,7,101,93,51,48,61,63
media,4,69,63,39,37,72,74
school,3,98,95,60,56,62,65
leesboeken,5,97,90,47,44,62,63
leesboeken,6,73,64,36,32,69,72
leesboeken,5,86,77,36,27,69,75
school,5,69,58,38,35,76,78
leesboeken,7,54,42,21,20,83,83
school,5,92,85,48,40,70,75
media,4,75,63,44,40,67,69
leesboeken,7,55,42,17,15,84,85
leesboeken,7,88,82,44,41,68,69
school,4,94,84,48,47,61,61
media,4,68,58,27,23,76,78
school,4,77,72,41,36,73,75
media,4,72,64,38,32,75,79
leesboeken,5,64,60,35,32,75,77
leesboeken,7,86,75,42,37,67,69
leesboeken,2,78,66,37,32,67,70
media,3,94,87,49,47,63,64
school,3,82,73,37,32,72,75
school,4,84,76,45,42,66,68
media,4,72,59,32,28,75,77
leesboeken,5,91,84,47,41,65,68
school,6,86,79,42,38,68,70
leesboeken,3,91,79,43,37,64,67
leesboeken,5,66,54,36,32,70,72
leesboeken,5,86,79,39,34,69,72
leesboeken,2,97,87,46,37,62,67
media,4,69,60,34,31,75,77
leesboeken,5,60,50,25,25,78,79
leesboeken,7,75,68,41,36,70,73
leesboeken,5,79,66,35,33,70,70
leesboeken,5,80,73,35,32,72,74
school,6,65,56,31,27,76,79
leesboeken,4,85,72,35,33,66,68
leesboeken,5,61,55,34,25,75,80
leesboeken,5,84,78,44,43,68,69
leesboeken,2,94,85,42,38,64,66
school,3,91,80,44,42,64,65
leesboeken,7,80,61,38,34,63,66
media,4,69,61,34,30,76,79
school,6,63,53,31,28,77,79
media,4,78,71,41,36,71,74
school,6,77,62,33,29,71,74
media,4,56,46,25,20,79,82
school,5,80,80,50,48,75,76
leesboeken,2,87,78,43,38,67,69
media,4,82,77,38,31,74,78
school,5,60,47,26,23,77,80
leesboeken,4,81,72,39,37,69,70
leesboeken,7,80,72,33,29,75,77
media,4,65,59,37,36,79,79
leesboeken,2,81,76,38,37,73,73
media,4,83,74,40,34,70,73
media,4,65,56,37,32,74,77
leesboeken,7,76,65,34,29,72,75
leesboeken,7,94,88,51,45,61,64
school,5,54,49,34,31,82,84
leesboeken,2,68,57,30,26,77,79
school,4,81,76,38,35,71,73
leesboeken,7,96,89,45,41,64,67
school,5,59,48,33,31,76,77
school,5,79,74,42,40,73,74
media,4,73,68,43,39,69,72
school,6,74,67,36,32,72,74
leesboeken,2,79,69,32,29,72,74
leesboeken,5,80,71,41,37,67,70
leesboeken,4,73,64,39,36,67,69
media,4,55,48,31,28,77,79
leesboeken,5,89,84,44,41,68,69
media,4,70,63,35,29,73,77
media,4,67,60,32,23,78,83
leesboeken,5,79,73,37,37,70,70
leesboeken,5,68,62,33,28,75,77
leesboeken,2,93,84,46,39,60,65
leesboeken,4,79,67,43,37,64,68
school,6,90,86,45,43,65,67
leesboeken,5,87,80,43,40,68,70
leesboeken,5,74,55,34,31,69,70
school,6,76,69,44,39,68,71
leesboeken,6,77,64,43,40,65,67
leesboeken,3,87,73,43,40,63,65
media,4,85,77,40,36,70,73
school,4,87,78,39,34,71,74
leesboeken,5,88,75,42,39,62,64
leesboeken,2,93,88,53,49,63,65
leesboeken,7,92,85,46,44,65,67
leesboeken,5,76,70,38,32,73,77
leesboeken,7,76,69,31,27,76,79
media,4,69,59,30,26,75,77
leesboeken,6,62,53,34,29,73,76
leesboeken,5,84,73,38,32,68,72
leesboeken,5,89,80,38,33,68,71
leesboeken,5,101,93,45,41,64,66
school,3,73,63,39,38,69,70
school,4,89,79,43,40,65,66
media,4,65,59,35,30,76,78
leesboeken,2,92,84,42,39,62,64
leesboeken,5,97,90,45,44,60,61
media,4,62,58,35,31,79,81
school,2,105,97,56,50,56,60
leesboeken,7,82,73,42,38,66,69
leesboeken,5,80,70,38,36,67,68
leesboeken,2,79,70,41,38,66,68
leesboeken,3,79,65,37,35,67,68
media,4,59,53,32,28,81,83
leesboeken,5,66,60,31,26,79,82
leesboeken,5,57,47,26,24,80,81
leesboeken,5,94,84,42,38,63,65
leesboeken,5,95,87,48,44,60,63
media,4,72,68,41,36,76,79
media,4,70,61,42,37,70,74
media,4,55,47,31,26,78,81
school,6,65,55,32,28,78,80
school,3,112,105,66,68,60,59
leesboeken,3,92,80,34,30,69,71
leesboeken,2,77,71,39,34,71,74
leesboeken,2,88,81,44,41,65,67
leesboeken,2,94,85,45,43,63,64
media,4,71,57,39,32,70,74
school,4,80,74,41,39,73,75
media,4,52,45,25,21,83,85
leesboeken,7,85,78,46,43,63,65
media,4,72,65,37,32,73,76
leesboeken,2,79,62,39,34,66,69
media,4,58,53,31,27,83,85
school,6,68,58,35,31,72,74
leesboeken,2,78,70,33,29,70,73
school,5,59,52,34,33,78,79
leesboeken,3,92,83,44,42,62,64
leesboeken,5,87,76,41,38,64,67
school,4,90,84,45,41,69,71
school,3,86,81,42,38,68,70
leesboeken,5,87,81,42,40,68,69
leesboeken,5,85,76,35,29,69,73
leesboeken,6,46,34,19,17,89,90
school,4,90,82,47,43,61,63
leesboeken,7,79,69,38,33,70,74
leesboeken,7,80,71,41,41,66,67
school,4,92,86,53,49,63,65
school,4,81,75,46,41,64,67
leesboeken,7,86,78,39,37,70,71
school,6,52,45,30,28,78,79
leesboeken,5,98,91,46,40,65,69
school,5,71,64,37,33,74,76
school,3,79,75,40,41,75,75
media,5,91,85,48,45,63,65
leesboeken,7,68,52,35,32,71,73
school,4,84,77,46,38,67,71
leesboeken,5,80,69,36,32,65,68
school,5,62,56,35,29,76,79
school,6,68,62,35,29,80,83
school,5,80,75,39,34,72,75
leesboeken,5,77,67,33,29,74,77
leesboeken,5,96,90,46,44,64,65
leesboeken,5,78,68,35,32,70,72
school,4,78,72,35,33,75,76
leesboeken,2,89,80,46,39,64,68
leesboeken,5,87,78,40,36,66,68
school,6,71,67,37,34,74,76
leesboeken,5,82,77,39,35,72,74
media,4,70,63,35,29,74,78
leesboeken,5,84,75,40,39,70,71
leesboeken,5,84,72,38,35,66,68
school,4,78,71,45,43,69,71
leesboeken,3,96,89,55,51,57,60
leesboeken,5,84,77,35,30,71,74
leesboeken,2,88,81,42,40,67,69
leesboeken,5,82,74,43,39,67,69
school,4,84,77,48,43,62,65
school,4,104,87,54,48,51,54
leesboeken,5,86,77,45,41,64,67
leesboeken,7,79,68,38,33,70,73
leesboeken,2,63,34,33,29,69,72
leesboeken,5,71,62,34,29,73,76
leesboeken,2,104,97,46,44,65,66
school,4,80,73,40,34,70,74
leesboeken,5,85,79,40,35,70,74
media,4,74,64,43,41,67,68
school,3,76,68,35,32,73,74
media,4,84,73,43,37,65,69
leesboeken,5,62,52,35,30,74,77
leesboeken,7,92,78,43,40,61,62
leesboeken,6,75,66,35,31,73,75
leesboeken,5,81,66,38,35,66,68
leesboeken,2,92,84,44,40,66,68
leesboeken,5,74,63,37,34,71,73
media,4,80,70,45,43,67,68
school,6,63,50,34,30,74,76
leesboeken,3,92,85,44,40,65,67
school,6,68,62,40,36,72,74
school,6,73,67,39,35,75,77
leesboeken,5,71,61,32,26,74,77
leesboeken,7,81,76,42,34,68,72
leesboeken,7,89,77,45,42,63,65
school,3,82,73,42,41,65,65
school,4,82,75,42,39,68,70
school,5,79,75,44,38,70,74
school,6,64,59,33,31,76,78
school,4,67,63,38,35,76,78
leesboeken,7,74,67,40,37,71,73
leesboeken,5,98,91,46,43,59,61
school,5,68,63,37,32,76,79
media,4,64,56,28,24,81,83
leesboeken,5,79,69,47,46,64,65
media,4,46,41,28,26,83,85
leesboeken,2,77,70,34,31,72,74
leesboeken,7,89,79,44,41,62,64
leesboeken,2,84,76,36,33,69,71
school,6,87,83,46,42,71,73
leesboeken,7,83,64,43,39,63,65
leesboeken,2,87,79,36,31,68,70
leesboeken,5,91,83,40,37,72,74
leesboeken,7,92,86,50,48,62,63
leesboeken,7,81,72,39,38,66,66
leesboeken,5,78,72,38,32,70,74
leesboeken,6,88,79,40,35,67,69
leesboeken,3,84,71,43,39,65,68
leesboeken,2,81,75,41,37,69,71
media,4,65,56,30,27,77,79
school,4,89,83,39,35,69,71
media,4,53,46,29,23,84,87
leesboeken,2,81,74,38,32,71,74
leesboeken,5,87,79,39,34,67,70
media,4,72,65,42,38,72,75
school,6,72,64,37,31,72,75
media,4,78,67,39,36,67,69
leesboeken,5,80,72,40,37,69,71
leesboeken,4,68,55,29,25,75,77
school,4,72,66,36,34,76,78
school,5,77,63,36,36,68,68
media,4,82,75,48,43,66,69
leesboeken,7,91,83,44,39,63,66
school,4,85,77,41,35,70,74
leesboeken,5,78,67,37,34,68,70
leesboeken,2,78,67,38,32,68,71
leesboeken,5,89,78,39,35,65,68
leesboeken,5,90,84,45,43,65,66
leesboeken,4,81,73,30,26,72,74
leesboeken,6,61,49,29,26,75,77
school,5,74,67,41,35,72,75
leesboeken,5,73,62,34,30,72,74
school,4,90,81,41,37,67,68
school,6,83,67,44,37,64,68
media,4,68,59,38,33,76,79
leesboeken,5,87,77,44,37,63,67
leesboeken,4,92,85,43,41,66,67
media,4,83,74,38,31,70,74
leesboeken,2,98,91,50,40,64,70
leesboeken,5,80,73,38,36,71,72
school,5,84,79,45,39,68,72
media,4,73,64,39,35,74,77
leesboeken,5,88,79,39,39,65,65
media,4,71,65,31,25,79,82
leesboeken,5,107,98,53,51,55,57
school,6,76,63,37,33,72,75
leesboeken,5,98,85,52,45,55,59
media,5,101,92,48,46,60,61
school,5,78,68,38,33,70,73
leesboeken,4,72,61,30,25,74,77
school,6,83,70,43,40,66,68
school,3,80,70,45,41,67,69
leesboeken,2,77,70,42,39,70,72
school,6,93,81,54,46,62,66
school,4,80,69,36,34,69,70
leesboeken,5,89,78,41,37,65,67
school,4,85,75,40,37,67,69
leesboeken,5,82,69,41,35,66,69
leesboeken,5,67,47,37,34,69,70
media,4,88,77,50,46,59,61
leesboeken,3,83,75,43,41,66,67
school,6,81,71,35,30,72,75
leesboeken,2,85,76,49,44,60,63
leesboeken,5,83,75,38,37,69,70
school,5,56,59,39,37,89,91
leesboeken,7,84,78,37,34,70,73
media,4,76,67,35,30,73,76
leesboeken,6,85,71,42,36,63,66
school,5,81,74,43,36,68,72
leesboeken,5,78,69,40,36,67,70
school,6,75,68,34,28,76,79
media,4,72,65,39,36,74,76
media,4,62,53,26,25,79,79
leesboeken,8,68,52,32,30,72,74
leesboeken,7,84,72,41,38,66,68
school,5,67,60,31,29,75,77
leesboeken,7,75,64,35,29,72,75
school,5,99,91,57,50,61,65
leesboeken,7,69,55,26,25,73,74
leesboeken,7,76,71,35,30,73,76
school,5,72,65,31,27,78,80
media,4,80,69,42,39,66,68
media,4,75,65,41,36,68,71
leesboeken,7,99,88,49,47,62,63
leesboeken,2,72,65,32,28,76,79
school,6,91,82,43,41,67,69
leesboeken,2,86,78,42,38,65,67
school,5,63,57,34,29,76,79
leesboeken,5,92,84,43,39,65,67
leesboeken,5,87,77,40,37,65,66
leesboeken,2,84,77,37,34,75,77
leesboeken,5,96,89,44,36,65,70
leesboeken,2,78,70,42,42,67,67
leesboeken,3,85,74,39,34,67,69
leesboeken,5,83,75,40,38,68,69
leesboeken,2,64,54,27,26,77,77
media,4,73,63,42,38,71,73
school,6,88,79,45,41,69,71
leesboeken,7,93,85,42,41,63,64
school,5,64,59,34,29,76,79
leesboeken,5,80,70,44,39,66,69
leesboeken,4,88,81,41,38,67,69
leesboeken,2,99,92,46,43,64,66
school,5,50,46,33,28,79,81
leesboeken,5,95,84,47,42,60,63
leesboeken,7,77,68,39,35,70,72
school,6,73,70,43,41,69,71
school,4,90,80,35,30,68,71
leesboeken,5,75,67,33,29,75,78
school,6,91,84,45,41,67,69
school,3,81,75,37,34,72,73
leesboeken,2,41,31,17,16,89,90
leesboeken,4,125,118,69,65,53,56
leesboeken,2,108,99,56,54,58,59
school,3,97,89,45,40,64,67
leesboeken,7,68,61,27,25,77,78
media,4,75,67,35,32,75,77
leesboeken,2,77,70,37,34,71,73
leesboeken,2,90,82,38,31,68,72
school,4,77,71,41,35,70,73
leesboeken,6,86,77,38,36,68,68
school,6,82,73,41,35,68,71
leesboeken,5,89,80,41,39,67,68
leesboeken,7,87,78,41,36,64,67
leesboeken,2,79,72,43,41,67,68
media,4,70,63,26,23,81,83
leesboeken,7,90,83,42,39,66,68
media,4,76,66,40,37,68,70
leesboeken,5,83,75,32,30,74,75
leesboeken,5,87,79,41,35,65,68
leesboeken,4,86,76,42,36,65,68
school,5,83,77,43,39,70,72
leesboeken,2,86,79,39,35,69,71
leesboeken,5,70,62,34,29,72,75
leesboeken,7,85,76,40,38,71,72
media,4,47,42,27,19,86,90
school,5,82,73,50,48,64,65
leesboeken,5,75,72,41,38,72,74
school,4,71,67,38,37,75,76
leesboeken,4,73,69,39,37,73,74
leesboeken,2,90,81,44,40,62,64
leesboeken,2,93,82,43,41,63,65
leesboeken,6,72,64,36,32,72,75
leesboeken,2,89,81,42,36,66,69
leesboeken,7,96,88,48,44,64,66
leesboeken,5,78,67,39,34,68,71
leesboeken,7,90,81,43,37,65,68
leesboeken,2,86,71,46,40,58,62
leesboeken,7,91,83,46,42,64,67
leesboeken,2,72,60,35,31,68,70
leesboeken,2,89,83,43,39,67,69
leesboeken,2,93,86,48,44,61,63
leesboeken,2,78,70,36,33,73,75
leesboeken,7,76,66,35,28,71,74
leesboeken,5,74,70,41,38,73,75
leesboeken,4,78,67,35,30,65,68
leesboeken,7,88,77,38,35,66,68
school,3,95,88,38,35,67,68
leesboeken,5,84,68,37,33,68,70
leesboeken,6,87,80,39,38,68,69
leesboeken,7,67,54,27,23,77,79
media,4,75,64,42,39,69,71
school,5,89,83,40,37,71,72
media,4,66,61,38,29,75,80
leesboeken,2,94,84,44,41,63,66
leesboeken,7,93,81,44,42,62,63
media,4,69,53,35,33,72,73
leesboeken,4,81,68,40,36,66,68
media,4,55,46,30,28,76,78
leesboeken,2,80,73,37,38,71,71
media,4,85,73,47,44,62,64
media,4,68,59,30,24,76,80
media,4,72,59,45,41,69,71
leesboeken,5,86,80,39,34,71,74
leesboeken,5,89,79,50,48,60,61
leesboeken,7,91,82,45,42,59,60
media,4,71,60,28,23,73,76
media,4,82,73,42,38,67,69
leesboeken,5,90,79,43,41,64,65
leesboeken,5,71,67,42,40,71,73
media,4,64,60,33,31,76,77
media,4,81,73,39,34,74,77
leesboeken,5,89,79,38,36,66,67
media,4,72,68,30,26,83,85
leesboeken,6,84,68,43,40,62,63
leesboeken,5,88,81,43,41,65,67
school,4,53,43,32,28,80,82
leesboeken,2,70,51,36,33,68,70
leesboeken,5,86,78,40,37,69,70
school,4,87,77,49,47,63,64
leesboeken,5,87,76,36,34,67,68
leesboeken,2,83,70,42,39,64,66
leesboeken,7,89,82,40,37,67,69
school,4,90,85,49,47,64,65
media,4,62,58,36,32,74,76
leesboeken,5,89,79,39,37,66,67
leesboeken,2,101,93,45,42,64,65
media,4,66,58,38,32,75,78
leesboeken,7,89,80,39,37,68,69
school,5,96,88,50,45,59,63
leesboeken,5,90,82,41,39,67,68
school,2,104,98,58,53,58,61
leesboeken,2,81,72,43,36,67,71
leesboeken,7,84,78,39,35,70,72
media,4,58,47,29,23,77,81
leesboeken,5,82,73,45,42,64,65
school,4,66,64,48,39,75,80
school,5,73,68,33,30,73,75
media,4,75,69,37,34,72,73
media,4,61,55,35,33,78,79
school,5,79,70,40,32,68,73
leesboeken,7,77,66,32,30,74,75
leesboeken,2,90,80,44,41,64,65
leesboeken,4,86,74,47,42,62,66
leesboeken,5,71,61,36,33,73,75
leesboeken,2,81,74,43,35,66,70
leesboeken,2,95,87,44,38,65,68
leesboeken,7,96,87,48,46,59,60
school,6,96,88,43,39,65,67
media,4,80,70,42,41,64,65
leesboeken,5,90,81,44,43,63,64
leesboeken,7,91,81,45,41,66,68
leesboeken,5,77,67,38,36,69,70
leesboeken,2,87,71,36,35,63,64
leesboeken,7,98,90,48,47,61,61
leesboeken,2,94,87,45,38,67,71
leesboeken,2,87,81,38,34,67,69
leesboeken,2,87,77,39,36,67,69
leesboeken,5,67,64,25,23,82,84
leesboeken,4,64,52,21,19,81,83
leesboeken,2,80,74,38,36,70,71
leesboeken,5,85,78,42,39,65,67
leesboeken,5,59,49,32,26,77,81
leesboeken,2,86,78,37,35,68,70
leesboeken,6,71,59,35,30,70,73
leesboeken,7,81,70,34,30,71,74
media,4,67,59,34,30,74,77
leesboeken,7,75,65,34,32,74,75
leesboeken,2,89,81,40,35,68,70
media,4,73,65,37,33,73,76
leesboeken,5,76,63,35,30,66,69
leesboeken,5,84,70,41,39,64,65
leesboeken,7,94,84,48,42,60,64
leesboeken,4,71,64,33,27,76,79
leesboeken,7,83,76,36,38,71,69
leesboeken,2,83,73,35,32,69,71
school,3,88,80,45,40,63,66
school,6,81,67,43,40,70,72
leesboeken,5,76,68,39,34,69,72
leesboeken,5,83,76,41,35,68,71
leesboeken,5,87,77,43,40,65,67
media,4,56,50,25,18,83,87
media,4,69,63,32,28,77,80
school,6,64,59,36,34,78,79
media,4,59,50,37,33,75,77
school,5,78,62,42,37,65,68
school,4,84,78,41,41,68,68
leesboeken,7,78,70,39,36,68,70
school,6,86,79,42,40,65,66
school,2,98,89,45,42,60,62
leesboeken,2,78,71,41,35,69,72
leesboeken,5,82,71,37,34,65,67
school,4,93,80,42,39,61,63
school,4,97,91,50,46,61,63
leesboeken,7,81,69,36,32,69,71
media,4,72,65,36,34,75,76
leesboeken,5,80,72,45,39,68,72
leesboeken,6,84,75,37,35,68,69
leesboeken,7,80,62,40,37,64,66
media,4,53,46,36,30,78,82
leesboeken,7,87,77,36,34,68,70
leesboeken,5,87,79,46,40,62,65
leesboeken,7,90,80,49,47,60,61
leesboeken,5,80,69,38,36,69,70
media,4,66,61,38,33,74,78
school,5,69,63,33,27,75,79
leesboeken,5,95,85,48,44,59,61
school,6,58,53,23,21,83,84
school,5,86,78,43,41,70,72
leesboeken,5,92,82,50,47,62,63
school,6,62,57,34,28,78,81
leesboeken,7,89,75,42,38,62,64
leesboeken,7,89,77,43,40,64,66
leesboeken,4,91,75,36,31,63,66
media,4,69,60,38,33,72,75
media,4,62,56,27,24,83,84
leesboeken,5,92,85,42,36,65,69
leesboeken,5,91,85,46,41,66,69
media,4,73,64,41,38,73,75
school,4,97,88,41,40,65,66
leesboeken,7,96,84,46,44,60,61
leesboeken,5,97,91,48,48,63,63
school,5,62,59,38,33,79,82
school,3,99,92,47,46,64,64
school,5,90,82,53,51,64,65
leesboeken,7,95,87,49,49,59,59
leesboeken,6,77,68,42,36,68,72
leesboeken,5,93,86,43,41,64,65
school,6,80,72,46,43,68,69
school,4,80,68,38,35,68,69
school,6,80,72,38,35,69,71
school,5,73,62,37,33,71,73
leesboeken,3,93,85,48,44,65,68
leesboeken,5,88,82,43,41,68,69
media,4,69,59,35,33,72,74
media,4,67,63,30,26,83,86
leesboeken,4,87,80,41,40,68,68
leesboeken,7,74,63,36,31,70,74
leesboeken,2,88,79,40,36,66,68
leesboeken,4,78,73,37,32,72,75
school,4,80,74,46,41,67,70
school,4,80,75,40,37,73,75
leesboeken,5,90,83,46,39,66,70
leesboeken,5,86,79,33,31,72,74
leesboeken,5,80,72,37,36,71,71
leesboeken,2,85,74,38,36,66,68
leesboeken,5,101,91,53,47,56,59
school,3,88,81,39,37,69,71
school,3,92,85,42,36,67,70
school,6,76,65,27,26,76,77
leesboeken,5,83,74,36,28,72,76
leesboeken,5,78,71,40,35,69,72
leesboeken,4,77,69,36,31,71,74
leesboeken,7,85,68,41,35,66,69
leesboeken,6,52,44,23,20,83,85
media,4,55,46,37,31,76,80
school,5,64,61,29,26,84,85
leesboeken,2,104,94,42,38,61,64
leesboeken,2,96,88,44,40,63,66
leesboeken,7,75,69,35,35,74,74
leesboeken,7,94,87,46,40,63,67
leesboeken,7,82,70,42,36,65,69
school,5,78,74,42,37,71,74
leesboeken,5,92,82,46,37,61,66
school,6,67,60,30,31,76,76
media,4,57,53,25,24,87,87
school,4,90,84,46,41,68,71
media,4,76,66,35,31,70,73
leesboeken,8,88,79,42,37,65,68
leesboeken,3,86,77,49,46,62,63
media,4,66,55,22,18,82,85
media,4,74,67,35,33,74,75
school,6,74,67,37,35,71,72
leesboeken,5,78,72,37,32,72,75
leesboeken,4,81,72,37,34,69,70
leesboeken,5,89,83,40,34,70,73
school,6,53,48,25,22,86,88
leesboeken,5,84,78,42,40,68,69
school,5,98,90,45,42,64,65
leesboeken,5,70,63,29,26,75,77
leesboeken,5,86,79,37,35,70,72
school,5,85,78,48,44,64,66
school,4,57,53,33,32,79,79
leesboeken,7,81,72,39,33,66,69
school,6,60,50,24,22,81,82
leesboeken,5,75,65,35,31,75,76
media,4,72,63,38,32,71,74
leesboeken,7,93,86,50,49,61,62
leesboeken,5,60,51,33,29,79,81
leesboeken,5,75,62,37,32,69,72
media,4,69,60,31,24,77,81
leesboeken,2,101,91,49,46,59,60
school,5,61,50,34,30,76,79
leesboeken,5,82,73,39,35,68,71
media,4,79,69,33,28,73,75
school,5,64,59,33,30,78,80
leesboeken,2,90,81,41,36,66,70
leesboeken,5,99,89,52,49,57,58
school,6,56,49,30,27,83,85
leesboeken,5,87,77,41,37,63,66
media,4,64,59,35,31,79,82
leesboeken,3,77,63,33,29,69,72
leesboeken,7,64,49,34,30,73,75
leesboeken,7,72,64,32,29,74,76
leesboeken,5,89,79,44,39,63,66
leesboeken,7,78,66,39,34,67,70
school,4,82,76,43,40,69,70
leesboeken,5,66,63,39,30,77,82
leesboeken,7,79,70,34,29,69,72
leesboeken,5,73,64,32,29,72,73
school,4,71,63,38,30,71,76
media,4,67,55,36,36,75,76
leesboeken,3,68,57,28,25,77,79
leesboeken,8,87,79,41,39,65,66
school,5,78,70,39,35,72,74
leesboeken,7,60,43,30,28,75,76
school,4,91,84,48,45,62,63
school,5,70,66,40,40,75,75
media,4,84,73,41,40,70,71
leesboeken,7,92,84,45,44,61,62
leesboeken,2,97,90,47,45,62,64
media,4,82,73,40,35,69,71
leesboeken,7,85,78,36,27,69,74
leesboeken,7,92,86,55,52,61,63
leesboeken,6,84,71,42,39,64,66
school,5,43,42,22,19,94,96
leesboeken,8,60,50,31,26,74,77
leesboeken,7,101,93,52,48,58,60
